scrp_date,scrp_time,genre_en,genre_jp,rank,media_jp,title,comment,link,date_original
2024-08-16,11:20,business,経済,1,TBS NEWS DIG Powered by JNN,日経平均株価一時1100円超値上がり　3万7000円台を回復　急速な円安進行　1ドル149円台　アメリカ景気後退懸念が和らぐ,291,https://news.yahoo.co.jp/articles/31e67b3ba9a4e1f1f3926763aaf6c1e8b54c7957,8/16(金) 9:02
2024-08-16,11:20,business,経済,2,東洋経済オンライン,川口ゆり騒動「“体臭”失言は許せない」「いやでも誹謗中傷は悪だ」　非難する人や正義に燃える人が見えていない、「怖すぎる真実」,57,https://news.yahoo.co.jp/articles/260d2b2563f39fd5f9896678a0ad0b9ca9eb0241,8/15(木) 12:36
2024-08-16,11:20,business,経済,3,ITmedia ビジネスオンライン,「100円セール」をやめたミスド　V字回復の裏に3つの戦略あり,46,https://news.yahoo.co.jp/articles/985de3b3e1c792ac2008fc41e28047c88860e8d3,8/16(金) 6:15
2024-08-16,11:20,business,経済,4,プレジデントオンライン,"「株価はいつか上がる」は幻想…ライブドアショックで資産を失ったエコノミストが勧める""本当の分散投資""",26,https://news.yahoo.co.jp/articles/b126b36f795fa3f4b4be40557ba26cf70b05a5d4,8/16(金) 8:17
2024-08-16,11:20,business,経済,5,時事通信,大台突破も実感乏しく　4～6月期GDP,23,https://news.yahoo.co.jp/articles/d133d163249e8173b38b95631a56d28553065115,8/15(木) 13:34
2024-08-16,11:20,business,経済,6,LIMO,国民健康保険証も12月に廃止へ。マイナ保険証を持っていない場合はどうなる？,22,https://news.yahoo.co.jp/articles/9bbe494c383ad6203fdb24ee546be6c27d90e048,8/15(木) 14:41
2024-08-16,11:20,business,経済,7,日刊自動車新聞,東京海上日動、保険代理店への出向社員が情報漏えい　個人情報3万5000件が対象,22,https://news.yahoo.co.jp/articles/2c75af74fc8969e47115ce2c90563150e56e902c,8/15(木) 17:22
2024-08-16,11:20,business,経済,8,東洋経済オンライン,阪神タイガースが「2軍球場」を巨大化する懐具合、総工費145億円で西宮から尼崎に2025年3月移転,22,https://news.yahoo.co.jp/articles/a47a9b5938b479798955425a288e203094d7ca19,8/16(金) 5:02
2024-08-16,11:20,business,経済,9,読売新聞オンライン,東京メトロ東西線、午前１０時半からに計画運休を前倒し…東陽町－西船橋間で,18,https://news.yahoo.co.jp/articles/234c01dc13e424f45084077a606e2690116407a2,8/15(木) 13:09
2024-08-16,11:20,business,経済,10,AERA dot.,岸田政権で潤ったのは「金融市場や企業」で「国民にしわ寄せ」　課題は「生活重視」の経済政策,18,https://news.yahoo.co.jp/articles/33ef836e508d9856649c7f158b901ef53398af90,8/16(金) 7:32
